p_id,subjectGroup,correct,idea_units,RP_any,RP_imp,RP_per,content,familiarity,vocabulary,comprehension,GMRT,read_time_minutes,RP_RT,GMRT_transformed,knowledge_transformed
55,RPp,0,35,1.0,0.0,1.0," In turn, these two parts assemble into new viruses ",20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,36,1.0,0.0,1.0, new viruses fill the cell ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,37,0.0,0.0,0.0," When it is full of new viruses, the host cell bursts open and dies ",20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,38,0.0,0.0,0.0, as it releases hundreds of new viruses ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,39,0.0,0.0,0.0, to infect other cells ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,40,0.0,0.0,0.0, and the process starts over again ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,41,1.0,1.0,0.0,"Despite their tiny size, ",20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,42,1.0,1.0,0.0,﻿ viruses have the ability to cause a lot of damage to cells of other organisms ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,43,0.0,0.0,0.0, All living things are capable of being infected by viruses ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,44,1.0,0.0,1.0, One of the best studied viruses infects bacteria ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,45,1.0,0.0,1.0," It is called a bacteriophage, ",20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,46,1.0,0.0,1.0, which means bacteria-eater ,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,47,0.0,0.0,0.0," In humans, viruses may cause relatively harmless diseases such as cold sores and colds, ",20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
55,RPp,0,48,0.0,0.0,0.0, or life-threatening diseases such as polio and AIDS,20,25,14,39,2.1982166666666667,9.63155,-1.8120734532270175,-0.4504927814032112
24,RPp,1,1,0.0,0.0,0.0,"﻿A virus is a tiny, nonliving particle ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,2,0.0,0.0,0.0, Viruses can invade and reproduce inside any living cells  ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,3,0.0,0.0,0.0, Biologists consider viruses to be non-living ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,4,0.0,0.0,0.0, Viruses are not cells ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,5,1.0,0.0,1.0, Viruses do not use energy to grow ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,6,1.0,0.0,1.0, Viruses do not respond to their surroundings ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,7,0.0,0.0,0.0," Viruses cannot make food, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,8,0.0,0.0,0.0, Viruses cannot take in food,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,9,0.0,0.0,0.0, Viruses cannot produce waste ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,10,0.0,0.0,0.0,"The only way in which viruses are like organisms is that they can multiply, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,11,0.0,0.0,0.0, but they do so differently ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,12,1.0,1.0,0.0, Viruses can only multiply when they are inside a living cell ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,13,0.0,0.0,0.0,Viruses infect host cells,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,14,0.0,0.0,0.0,Host cells are infected so that the virus can multiply,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,15,0.0,0.0,0.0,All viruses have two basic parts: ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,16,0.0,0.0,0.0,a protein coat,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,17,0.0,0.0,0.0,the protein coat protects the virus,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,18,0.0,0.0,0.0, and an inner core,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,19,0.0,0.0,0.0,the inner core is made of genetic material ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,20,0.0,0.0,0.0, A virus’s genetic material contains the instructions for making new viruses,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,21,0.0,0.0,0.0, The proteins on the surface of a virus play an important role ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,22,0.0,0.0,0.0, during the invasion of a host cell ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,23,1.0,1.0,0.0, Each virus contains unique surface proteins ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,24,1.0,1.0,0.0, the surface proteins look like the proteins that the host cell normally needs ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,25,1.0,0.0,1.0, The virus attaches itself to special sites on the host ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,26,1.0,0.0,1.0,the host has special sites reserved for the virus's surface proteins ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,27,0.0,0.0,0.0," Like keys, a virus’s proteins fit only into certain “locks,”  or proteins on the surface of a host cell ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,28,0.0,0.0,0.0," Because the lock-and-key action of a virus is specific, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,29,0.0,0.0,0.0, a certain virus can attach only to one or a few types of cells  ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,30,0.0,0.0,0.0,"Once a virus attaches to the surface of a host cell, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,31,0.0,0.0,0.0, it injects its genetic material into the cell ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,32,1.0,1.0,0.0, The virus’s inner core takes over the cell functions ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,33,1.0,1.0,0.0, and the cell starts to produce the virus’s proteins ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,34,1.0,1.0,0.0, and genetic material ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,35,1.0,0.0,1.0," In turn, these two parts assemble into new viruses ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,36,1.0,0.0,1.0, new viruses fill the cell ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,37,0.0,0.0,0.0," When it is full of new viruses, the host cell bursts open and dies ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,38,0.0,0.0,0.0, as it releases hundreds of new viruses ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,39,0.0,0.0,0.0, to infect other cells ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,40,0.0,0.0,0.0, and the process starts over again ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,41,1.0,1.0,0.0,"Despite their tiny size, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,42,1.0,1.0,0.0,﻿ viruses have the ability to cause a lot of damage to cells of other organisms ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,43,0.0,0.0,0.0, All living things are capable of being infected by viruses ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,44,1.0,0.0,1.0, One of the best studied viruses infects bacteria ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,1,45,1.0,0.0,1.0," It is called a bacteriophage, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,46,1.0,0.0,1.0, which means bacteria-eater ,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,47,0.0,0.0,0.0," In humans, viruses may cause relatively harmless diseases such as cold sores and colds, ",15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
24,RPp,0,48,0.0,0.0,0.0, or life-threatening diseases such as polio and AIDS,15,42,31,73,3.6250166666666654,16.221733333333333,-0.21636296053266346,-0.6967137800491884
25,RPp,0,1,0.0,0.0,0.0,"﻿A virus is a tiny, nonliving particle ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,2,0.0,0.0,0.0, Viruses can invade and reproduce inside any living cells  ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,3,0.0,0.0,0.0, Biologists consider viruses to be non-living ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,4,0.0,0.0,0.0, Viruses are not cells ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,5,1.0,0.0,1.0, Viruses do not use energy to grow ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,1,6,1.0,0.0,1.0, Viruses do not respond to their surroundings ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,7,0.0,0.0,0.0," Viruses cannot make food, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,8,0.0,0.0,0.0, Viruses cannot take in food,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,9,0.0,0.0,0.0, Viruses cannot produce waste ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,10,0.0,0.0,0.0,"The only way in which viruses are like organisms is that they can multiply, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,11,0.0,0.0,0.0, but they do so differently ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,1,12,1.0,1.0,0.0, Viruses can only multiply when they are inside a living cell ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,13,0.0,0.0,0.0,Viruses infect host cells,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,14,0.0,0.0,0.0,Host cells are infected so that the virus can multiply,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,15,0.0,0.0,0.0,All viruses have two basic parts: ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,16,0.0,0.0,0.0,a protein coat,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,17,0.0,0.0,0.0,the protein coat protects the virus,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,18,0.0,0.0,0.0, and an inner core,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,19,0.0,0.0,0.0,the inner core is made of genetic material ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,20,0.0,0.0,0.0, A virus’s genetic material contains the instructions for making new viruses,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,21,0.0,0.0,0.0, The proteins on the surface of a virus play an important role ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,22,0.0,0.0,0.0, during the invasion of a host cell ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,23,1.0,1.0,0.0, Each virus contains unique surface proteins ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,24,1.0,1.0,0.0, the surface proteins look like the proteins that the host cell normally needs ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,1,25,1.0,0.0,1.0, The virus attaches itself to special sites on the host ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,26,1.0,0.0,1.0,the host has special sites reserved for the virus's surface proteins ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,27,0.0,0.0,0.0," Like keys, a virus’s proteins fit only into certain “locks,”  or proteins on the surface of a host cell ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,28,0.0,0.0,0.0," Because the lock-and-key action of a virus is specific, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,29,0.0,0.0,0.0, a certain virus can attach only to one or a few types of cells  ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,30,0.0,0.0,0.0,"Once a virus attaches to the surface of a host cell, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,1,31,0.0,0.0,0.0, it injects its genetic material into the cell ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,32,1.0,1.0,0.0, The virus’s inner core takes over the cell functions ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,33,1.0,1.0,0.0, and the cell starts to produce the virus’s proteins ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,34,1.0,1.0,0.0, and genetic material ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,35,1.0,0.0,1.0," In turn, these two parts assemble into new viruses ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,36,1.0,0.0,1.0, new viruses fill the cell ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,37,0.0,0.0,0.0," When it is full of new viruses, the host cell bursts open and dies ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,38,0.0,0.0,0.0, as it releases hundreds of new viruses ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,39,0.0,0.0,0.0, to infect other cells ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,40,0.0,0.0,0.0, and the process starts over again ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,41,1.0,1.0,0.0,"Despite their tiny size, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,42,1.0,1.0,0.0,﻿ viruses have the ability to cause a lot of damage to cells of other organisms ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,43,0.0,0.0,0.0, All living things are capable of being infected by viruses ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,44,1.0,0.0,1.0, One of the best studied viruses infects bacteria ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,45,1.0,0.0,1.0," It is called a bacteriophage, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,46,1.0,0.0,1.0, which means bacteria-eater ,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,47,0.0,0.0,0.0," In humans, viruses may cause relatively harmless diseases such as cold sores and colds, ",40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
25,RPp,0,48,0.0,0.0,0.0, or life-threatening diseases such as polio and AIDS,40,45,41,86,3.461483333333333,11.59335,0.9792849487804656,0.31894762624398065
149,RPp,1,1,0.0,0.0,0.0,"﻿A virus is a tiny, nonliving particle ",1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,2,0.0,0.0,0.0, Viruses can invade and reproduce inside any living cells  ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,3,0.0,0.0,0.0, Biologists consider viruses to be non-living ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,4,0.0,0.0,0.0, Viruses are not cells ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,5,1.0,0.0,1.0, Viruses do not use energy to grow ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,6,1.0,0.0,1.0, Viruses do not respond to their surroundings ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,7,0.0,0.0,0.0," Viruses cannot make food, ",1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,8,0.0,0.0,0.0, Viruses cannot take in food,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,9,0.0,0.0,0.0, Viruses cannot produce waste ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,10,0.0,0.0,0.0,"The only way in which viruses are like organisms is that they can multiply, ",1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,11,0.0,0.0,0.0, but they do so differently ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,12,1.0,1.0,0.0, Viruses can only multiply when they are inside a living cell ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,13,0.0,0.0,0.0,Viruses infect host cells,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,14,0.0,0.0,0.0,Host cells are infected so that the virus can multiply,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,15,0.0,0.0,0.0,All viruses have two basic parts: ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,16,0.0,0.0,0.0,a protein coat,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,17,0.0,0.0,0.0,the protein coat protects the virus,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,18,0.0,0.0,0.0, and an inner core,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,19,0.0,0.0,0.0,the inner core is made of genetic material ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,20,0.0,0.0,0.0, A virus’s genetic material contains the instructions for making new viruses,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,21,0.0,0.0,0.0, The proteins on the surface of a virus play an important role ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,22,0.0,0.0,0.0, during the invasion of a host cell ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,23,1.0,1.0,0.0, Each virus contains unique surface proteins ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,24,1.0,1.0,0.0, the surface proteins look like the proteins that the host cell normally needs ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,25,1.0,0.0,1.0, The virus attaches itself to special sites on the host ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,1,26,1.0,0.0,1.0,the host has special sites reserved for the virus's surface proteins ,1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
149,RPp,0,27,0.0,0.0,0.0," Like keys, a virus’s proteins fit only into certain “locks,”  or proteins on the surface of a host cell ",1,42,16,58,3.4618166666666665,11.255383333333333,-1.1548467944834262,-1.7895759170560903
